star_rating,star_rating_Low,product_category,product_id,product_title,review_date,review_body2
4,0,Books,4883196038,みんなの日本語 初級I 第2版 本冊,2014-08-10,満足です。ただ、主人の欲しかったのは、第2版ではなく初版でした。いずれにしても、私の勉強に使えるから役に立ったと言えます。
5,0,Books,1433243881,What I Talk About When I Talk About Running: A Memoir,2015-02-09,今年５８歳になります。３０歳代まで走っていましたがタイムの低下を我慢できなかったせいか、走らなくなりました。また走りそうです。
5,0,Books,1933308087,The Quilter's Album of Patchwork Patterns: More Than 4050 Pieced Blocks for Quilters,2013-10-15,パターンの多さと、色の美しさにうっとり、見ているだけで幸せな気分にしてくれます。シックなお色の好きな方には、お勧めです。唯一欠点があるとすれば、その完成度の高さにあるといえます。余りの出来のよさに発想の転換がしにくい。この本を使って新しいものを作り出そうとする方は、そのページを白黒コピーして使用することをお勧めします。（めいママ）
5,0,Books,1781162646,Joyland (Hard Case Crime),2013-06-17,ほろ苦い初恋エピソードから不思議なお化け屋敷奇怪事件へと最後のページまで読者を誘うキング氏の魅力を感じました。最後はじんわり心に残ります！
5,0,Books,1780543484,Official Sherlock 2014 Calendar (Calendars 2014),2014-03-11,ドラマのシーンを切り取ったものでは無いです。アート？な感じで、とてもオシャレです。主演の二人以外のキャラクターの写真も十分楽しめます。
5,0,Books,0913866156,Thoth Tarot Deck,2013-06-13,大きなサイズを探していました。使いやすいです。対応も良かったです。
5,0,Books,0316044407,The Lovely Bones,2015-03-29,中古品で色あせてるところがあるということでしたが、ほとんど新品のような状態でした。お値段も安かったので、星五つという評価にさせていただきました。
3,1,Books,0857867970,A Tale for the Time Being,2015-05-09,概ね、英語は簡単です。英語の勉強をされている方には、ボリュウームに怖じ気付かないで、挑戦されるといいでしょう。最初、Naokoの英語には軽薄な’いまどきの若者’の日本語の響きがあって、嫌気がさしましたが、これは見方を変えれば、英語で’いまどきの若者’の表現法を書くのに成功しているんだと思ったら、なんとか読み進めることができました。日本人が読者なら、ほとんど日本語の俗語や仏教用語などの説明の注の助けなしで読めるでしょう。また、英語でなんと解説してあるのか呼んでみるのも面白いです。特攻隊の若者の本音と建前の部分は、日本人にはちょっと冗長です。一方で、もっと禅仏教との絡み、JIKO、曾祖母の人物についての掘り下げが欲しいところです。そうしたら、この本にもっと深みをもたらすのではないかと思います。それから、他のレビュアーの方々（日本語と英語両方）が指摘されているように、ステレオタイプ的な日本社会の闇の部分のオンパレードも、物語をドラマティックにする意図があるのかもしれないけれど、逆に現実味が薄れてしまって、読者を憂鬱にします。すべてを盛り込むのではなく、もう少しバランスがあってもいいのではないでしょうか。これが日本のティーンの日常というか、そういう環境だったら、悲しすぎるでしょう。後半、日記のページが消えたり、突然、HARUKI#2が（RUTHのせいで？）バス停に現れたり、RUTH（？）が遺骨の箱に手帳をいれたりと、’今’の時間と過去の（はずの）日記の中の時間が交わり始めます。これを面白いと思うかどうかは、分かれるところでしょう。私はついていけませんでした。物語の中でのそういう幻想性を否定しませんが、それまでのこの本の流れの中では、ちょっと無理があると言うか、強引というか。また、最後の量子力学の部分はなくてもよかったのではないかと思います。私はついていけませんでした。物語の中でのそういう幻想性を否定しませんが、それまでのこの本の流れの中では、ちょっと無理があると言うか、強引というか。また、最後の量子力学の部分はなくてもよかったのではないかと思います。
3,1,Books,0451147960,The Modigliani Scandal,2014-01-10,思ったよりは内容がもう一つ。少しストーリーに無理があると感じた。
4,0,Books,0525952926,Winter of the World: Book Two of the Century Trilogy,2014-01-10,面白かったけれど、上巻の方がもっと面白かった。三部作と言うことですが、もう一冊出るのでしょうか？
5,0,Books,1583334386,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do To Get More of It",2014-12-02,と言われると、どうするでしょうか?本書の9章はズバリ“Don’t Read This Chapter”という章名です。最初の実験にちなんで、シロクマ研究とも呼ばれるようですが、その結果は読んでのお楽しみです。ここで評者が面白かったのは、むしろ脚注です。著者がこの研究のことを父親に話したら、彼は若いころカトリックの神学校に寄宿していて、「絶対にsexのことを考えるな」と言われ、「いつもsexのことばかり考えるようになったよ」と答えていることです。なかなかいい父娘関係だなぁと。そういえば、本書はただ読んで楽しむ本ではなく、実践のガイド本と言えるでしょう。多数の実験課題や研究課題が用意されています。その中で、自分のやれそうなものを選んで試してみればいいだけです。評者は、5分の瞑想や呼吸のペースを落とす、などを愛用しています。「自分のやりたいこと」を実現するときに、つまずきやすいところ、落とし穴などが、どうしてそうなるかを科学的研究の成果を用いて解説されているので、必要な部分を、必要なつど覗いてみる読み方がいいのではないでしょうか。本書は内容のしっかりした良書と思います。
5,0,Books,0385536828,Sweet Tooth: A Novel,2015-01-06,"この原文がこの文章。I needed to……, to shoehorn myself into your skirts and……Tom HaleyがSerenaを通してMI5から生活資金の提供を秘密裏に受けるようになり、同時に2人は恋人になった。Tomは力作の『From the Somerset Levels』(とても暗いNovel)を書いた後、アイディアが枯渇したが、Serenaが隠している秘密を知ったことをきっかけに、SerenaになりきってNovelを書く方法を発明した。それがこの文章。評者(男)がなぜこれに引っかかっているかというと、同じような体験を半年ほど前にしたから。(ある女性と出産の体験を話し合っていたら、まるで相手の体が自分の体のように感じた)同じようなことを考えだすものだなぁ、と面白かった。このNovelは、先に翻訳版『甘美なる作戦』(書評済)で読んだが、違う都市で同じ地名「クリフトン」がでてきて、頭が混乱した。イギリスの地理に詳しくない人は、事前に4つの都市の位置関係を押さえておくといい。Cambridge: Londonから真北80キロほど、Serenaの母校があるBrighton: Londonから真南80キロほど、Tomの勤めるSussex大学と、「Clifton」StreetにTomの自宅(2人の愛の巣)がある。Bristol: Londonから真西160キロほど、Tomの実家に近い。世界最古のつり橋「Clifton」Suspension Bridgeがある。地理といえば、初めてのデートで恋人同士に変わって行く、London市内の恋の道行きも興味深い。Tom HaleyがNovelistを目指していることもあって、このNovelには6本のshort storyとNovelのテキストと概要も載っており、こちらも興味深い。このように本書は、楽しみの多いNovelと言える。1月10日追加\\""Dk Eyewitness Travel London\\""(書評済)に恋の道行きルートを記載したので、ここにも追加。National Portrait Gallery > Charing Cross Road > St Martin's Court > Trafalgar Square > St James's Park > Horse Guards Parade > Whitehall > Buckingham Palace > Hyde Park Corner > Park Lane > Curzon Street > Edgware Road > St John's Wood Road > Lord's cricket ground > Regent's Park > Prince Albert Road > London Zoo > Parkway > Camden Road > Serenaのアパートも追加。    National Portrait Gallery > Charing Cross Road > St Martin's Court > Trafalgar Square > St James's Park > Horse Guards Parade > Whitehall > Buckingham Palace > Hyde Park Corner > Park Lane > Curzon Street > Edgware Road > St John's Wood Road > Lord's cricket ground > Regent's Park > Prince Albert Road > London Zoo > Parkway > Camden Road > Serenaのアパート"
5,0,Books,416369580X,走ることについて語るときに僕の語ること,2015-04-14,バーの経営者の深夜生活が小説家の早寝早起き生活に転じると……。身体を動かさないと太る体質をどうしよう、と始めた走る生活は結構徹底的だ。(1日10キロ)これであの長い小説たちがどのように創作されているか、少し分かった気がする。(評者が最近読んだ『1Q84』は3部作の合計が1657ページ)本書の執筆時期には、ハワイ、ケンブリッジ、NY、日本各地を動いている。だから、各地での走りの雰囲気が味わえるし、過去に遡っての自伝的記述も多い。失敗したことや、最後には(自作)墓碑銘(案)まであって笑(?)わせる。著者の小説は謎が多い(それもいい)が、本書はとてもストレートだ(これもいい)。評者は走らないが、毎日泳いでいる。「泳ぎ」を鏡にしたいと思う。トライアスロン挑戦に絡んで、泳ぎのフォーム改善の記述もあり、楽しめた。
5,0,Books,1608862801,Adventure Time Vol. 1,2013-09-05,1話は、ｱﾆﾒと同様の流れかと思いきや、別の話しでした、(でもそこが良いと思ってる)ご存知のOPもコミックならではのアレンジで面白かったしリーフの表紙であったと思われるイラストが最後にまとめてあったり英語なんか読めなくてもストーリーは大体理解できるし、コマ遊びがあったりみていて楽しい。ATは日本ではグッツさえまだあまり輸入されてきていないし、これは買っておいて損はないと思う2も買ったので、今度は性転換シリーズかもしくはハブルガムとマーセリンの話しを検討中
5,0,Books,1250010403,The Sins of the Father (The Clifton Chronicles),2013-06-05,息もつかせず読み終えました。  ケンフォレットの大聖堂以下、３部作のような読み応えと、階級社会といわれるイギリスですが、長い歴史の中では階級の入れ替わり、立場の入れ替わりなどあって、自分の生き方が子孫に及ぼす影響などについて考えさせられました。
5,0,Books,4837971768,ベスト・パートナーになるために―男と女が知っておくべき「分かち愛」のルール 男は火星から、女は金星からやってきた (知的生きかた文庫),2014-04-14,この本を読んで、大変為になりました。男は男脳で考え判断し、女は女脳で考え判断する。この男脳と女脳の違いをこの本は教えてくれた。現在、実生活で活用中ですが、ついつい男脳で考え判断してしまうため、妻とのささいな喧嘩が絶えないですが。。。。
5,0,Books,0753823292,The Reader,2014-01-03,当初は和訳書を読み、洋書へ。映画も観、いま、いちばんの、お気に入りの書です。ぜひ、読んで号泣してください。
4,0,Books,033045367X,Into the Wild,2014-12-11,旅は人生を自分のものにできる！そして孤独に身を置くことで自分の命と対話ができる！
4,0,Books,0753541475,"Salt, Sugar, Fat: How the Food Giants Hooked Us",2014-09-10,日頃、漠然と抱いている食への不安を、科学的、実証的に解き明かしてくれる良書です。この不安を日常行動変革に結びつけられるかは、読者一人一人の判断、責任でしょう。
3,1,Books,067443000X,Capital in the Twenty-First Century,2014-09-10,米国でベストセラーと聞いて早速読んで見たが、過去データの統計分析とそこからの理論は労作と思ったが、将来予測と政策提言には説得力不十分と感じた。
4,0,Books,0140067477,The Tao of Pooh,2013-06-02,家内にプレゼントするために購入した。英語を勉強している家内は大変喜んでくれました。
5,0,Books,4817202165,新 インナーゴルフ,2014-10-07,昔読んで非常に気にいっていた。従来のゴルフの技術書とまったく異なる視点で書かれている。今回、若者に読ませるために購入した。
4,0,Books,0738710261,Tarot of Marseille,2015-01-15,価格も手ごろです。寸法が今一つイメージがなくやや小さめでした。気に入ってます。
5,0,Books,0316247545,My Little Pony: The Elements of Harmony: Friendship is Magic: The Official Guidebook,2014-07-15,娘が大好きなマイリトルポニー英文なのはわかっていたけれど、見ているだけでも楽しいかと思って買いました所々しかわからず上手に読んであげられないけれど、とっても喜んでいますもっと粗雑な物が届くとばかり思っていたけど、立派な物が届きました(笑)偏見したね
5,0,Books,B0047HYMHE,Test Asin: A Dance with Governator 2,2014-12-17,標準４歳からとなっているぐりぐらですが、うちの子供は１歳すぎたぐらいからまず元祖ぐりぐらにはまりました。（動物いっぱい出てくるし、大きな卵を割るのが大好き。自分でこぶしを作って本をたたいています）で、他のも買ってやろうと思って本屋に出かけたのですが、ぐりぐらシリーズでもものによってはまだ１歳児には状況がつかみにくいもの、（お客様、とか海水浴など）が多くて、無理かな、と思ったら見つけたのがこれです。話は簡単だし、帽子を取られる、返してもらう、一緒にごはん、雲に乗る、等わかりやすい話、それになんといってもぐりとぐらの作る朝ご飯がすごいおいしそうです！！いつもそこで母の私が何か食べたくなります。ちょうどタンポポのシーズンに購入したのでタンポポいっぱ!いの野原の絵も可愛く、大好きなウサギもでてくるしで、子供も元祖よりもお気に入りになりました。おすすめです！（絵も最近のものなのでやはり初期のものよりきれいです）
3,1,Books,1853261580,The Little Prince (Wordsworth Collection),2013-09-28,プレゼントでしたので確実には解りませんが、「良い！」と言う返事でした。
5,0,Books,1625950012,"The ARRL Handbook for Radio Communications, 2014",2014-04-04,ARRLHADBOOK ２０１４１００周年版、一つの節目として、集大成が示されています。 また、内容も充実していて近未来のアマチュア無線を示唆している。
5,0,Books,141694737X,Dear Zoo (Dear Zoo & Friends),2014-12-06,ライオンが出てくる所にはまり、何回も見て読んでました！お勧め！
5,0,Books,1780547463,Benedict Cumberbatch Calendar 2015 Squar,2014-11-20,カレンダーというよりポスターのようです。写真の選択には若干疑問がありますが、目の保養になります！
4,0,Books,0811874192,Paper Blossoms: A Book of Beautiful Bouquets for the Table (Pop Up Book),2015-06-24,すごく素敵でしたが、ずいぶん大きかったです。重かったし、もう少しコンパクトなら良かったです。
5,0,Books,0593056973,A Briefer History of Time,2015-05-22,息子の英語維持の為、本人の興味あるこの本を購入しました。紙が上質だし、色んな事がわかると、本人喜んでおります。
4,0,Books,0399247459,The Very Hungry Caterpillar: board book & CD,2015-02-09,すごく良かったのですが、子どもは英語が嫌だったようで、読まれるのを嫌がりました…
4,0,Books,0241187265,"The Art of the Start 2.0: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",2015-07-06,イケてる製品やクレイジーなアイデアを世に出そうとしている人（何かを始めようとする人）のためのガイドブックです。氏（筆者）の豊富な知識やヒント、ユーモアは、自身の成功と失敗を反映しており、読む度に新たな気付きを得ることができます。噛めば噛むほど味が出るとはこのことかと思いました。また、内容もさることながら、氏の独特の表現・文章は面白く、またカッコイイので、文章や資料を作成する際、ついついマネた表現を使いたくなります。細かな内容はこれから読む読者のために取っておきますが、多くあるメッセージの中から１つ選ぶとすると次になります（個人的な解釈と好みで）。『事を成す人は、金持ちになりたいという欲望ではなく、「どうやったら世界を変えることができるのだろう」というシンプルな質問に答えようとしているのです』最後に、★の数は、日本語版も発行されることを望んで４つ（マイナス１）にさせて貰いました。
5,0,Books,0099578077,"1Q84: Books 1, 2 and 3",2013-05-13,すごく読みやすくて、すごく良かったです。値段も安いデス。アマゾンで注文して良かったデス。簡単で届くのも早かったです。
5,0,Books,0143039431,The Grapes of Wrath (Penguin Classics),2013-05-15,まだ読了していませんが、初めの自然描写では細かく描かれており、映画と比較して楽しんでいます。
4,0,Books,0071766588,"Official Guide to the TOEFL Test With CD-ROM, 4th Edition (Official Guide to the Toefl Ibt)",2014-01-19,他の物を使ったことがないので何とも言えないですが、これで頑張って勉強してます。沢山練習出来ていいのではないでしょうか。
4,0,Books,145160713X,FOR THE LOVE OF PHYSICS,2014-11-28,中学生レベルの物理知識でもわかるようになっていると思う。英語の難易度もそこまで高くないし、英語を習得したい大学生にはうれしいかな。
5,0,Books,0061997811,Harry Potter Film Wizardry,2015-08-10,私は6年前くらいに3000円でTSU◯AYAで買いましたよもちろん新品で杖よりお気に入りです
5,0,Books,0007158521,"Oh, the Places You'll Go! (Dr. Seuss: Yellow Back Books)",2015-02-03,ドクター・スースのファンで、少しずつ集めています。これは3歳の息子にはちょっと難しくて長い本ですが、大人の私が内容を読んで感銘を受けました。昨今、児童書などにおいて「君は素晴らしい、特別な存在なんだ、やろうと思えばなんでもできるんだ」という自己肯定感を前面に押し出す風潮があると思います。常日頃から、必ず誰しもが通る挫折等のネガティブな経験への備えにならないのではと思ってますが、この本はすごくバランスが取れていると思います。一人一人が尊くて素晴らしい存在なんだけど、みんながみんな特別で目立ってユニークな生活を送るようになるわけじゃないし、一人落ちこぼれてしまう時だってあるし、何事もうまくいかない時も、ただただ待つのみの忍耐の時期を迎えるときだって、誰にでもきっとあります。そして、人生には知恵が必要。そんな深い内容を、ドクター・スース独特の絵の世界と、絶妙に韻を踏んだ音読したくなるような楽しい文章でつづった、秀作だと思います！
5,0,Books,052118939X,English Grammar in Use with Answers and CD-ROM: A Self-Study Reference and Practice Book for Intermediate Learners of English,2014-11-29,勉強するのに 最適です非常に わかりやすい内容で 書かれてますスバラシイ
5,0,Books,1594744475,Yum-Yum Bento Box: Fresh Recipes for Adorable Lunches,2013-06-29,ご飯とは思えない色使いで驚きましたが、小さなお子さんがいる方にとてもお薦めです！多分作り終えたらもったいなくて食べられないと思いますがw
5,0,Books,1742200206,Lonely Planet New York City (Lonely Planet City Guides),2013-10-12,初めてニューヨークに行った語学も勉強しているのでとても参考になった読みやすかった
5,0,Books,4150112134,ファウンデーションへの序曲(下)―銀河帝国興亡史〈6〉 (ハヤカワ文庫SF),2014-01-09,本屋で買えなかったファウンデーションシリーズ全て読破できました。全巻揃いましたよ・・・・・・・・
4,0,Books,1568363842,Japanese for Busy People I: Romanized Version,2013-05-07,ひらがな、カタカナ、漢字の読みを覚えることは難しいけれど、ローマ字表記で音を重視しているので自習の第一段階にふさわしいと思います。
5,0,Books,052118939X,English Grammar in Use with Answers and CD-ROM: A Self-Study Reference and Practice Book for Intermediate Learners of English,2013-05-27,日本の文法集は違って面白いです。日本の問題集では正解である、is going とwillやhave toとmustの違い等が記載されていて面白いです。
5,0,Books,3060695512,Réussir le DELF. B2. Livret mit CD: Europaeischer Referenzrahmen,2013-08-08,本の質、勉強ともに充実!!!!!!!!!!!!!!!!!!!
5,0,Books,0071766588,"Official Guide to the TOEFL Test With CD-ROM, 4th Edition (Official Guide to the Toefl Ibt)",2015-06-08,迅速配達で配送料無料なのが良かったです。CD-ROM付きで分厚い本の割に良心的な価格だと思います。
1,1,Books,4837971768,ベスト・パートナーになるために―男と女が知っておくべき「分かち愛」のルール 男は火星から、女は金星からやってきた (知的生きかた文庫),2013-07-10,以前に大ヒットした本の二番煎じで途中で読むのをやめました。オススメしません。
5,0,Books,0521675804,Essential Grammar in Use with Answers: A Self-Study Reference and Practice Book for Elementary Students of English,2015-01-13,とっても良い。自己学習に最適教材だと私は思います。きちんと説明を読んでやれば、効率よく出来るし、自分の苦手な文法をマスターしやすいです！
4,0,Books,0230754686,Escape from Camp 14,2013-12-04,なかなか面白くてわたしにとって非常にためになった良い本だった。
4,0,Books,0786891084,"Love, Rosie",2015-03-06,書簡体小説のため大変読みやすかったです。ストーリーもPage-turnerでした。
5,0,Books,0141345659,The Fault in Our Stars,2014-11-22,I love this book!!!発送も早くて大満足です！！！
5,0,Books,161655570X,Art of Evil Within,2014-12-18,現在のキャラやクリーチャーの姿に至る経緯が見られて楽しいです。ただ、セバスチャンに比べて他のキャラのページ数が少ないのが残念でした。あと、内容的に難しいかもしれませんが、日本語版も出して欲しかったです。
5,0,Books,4167502100,走ることについて語るときに僕の語ること (文春文庫),2014-12-15,ランニングに限らず、毎日コツコツと積み重ねていくことの重要性をとても感じた一冊でした。私もランニングをやっていますが、そのモチベーションの維持という面でも、この本は実用的でした。個人的には、高校生や大学生などにも、オススメしたいと思えましたし、村上春樹のしたたかなライフスタイルは、誰が読んでも何かを感じるきっかけになると思っています。
5,0,Books,4837971768,ベスト・パートナーになるために―男と女が知っておくべき「分かち愛」のルール 男は火星から、女は金星からやってきた (知的生きかた文庫),2014-08-30,異性に対する考え方が変わります！これをみんなが理解したら、少しでも離婚が少なくなるのかな？
5,0,Books,0307236722,Martha Stewart's Baking Handbook,2014-06-22,素敵な、レシピ本でしいたよ。英語が読めなくても、お菓子作りが好きな方は、作れちゃいそうです。ただ、ページをめくっているだけでもワクワクしてしまいます。マーサのファンならなおさらです。
5,0,Books,0330449605,The Forgotten Garden,2014-01-05,和約を気に入っての購入です。一つの章が短くて比較的読みやすかったです。これからも繰り返し読み返したい、お気に入りの一冊です。
3,1,Books,0071766588,"Official Guide to the TOEFL Test With CD-ROM, 4th Edition (Official Guide to the Toefl Ibt)",2013-06-07,TOEFLを始める際には買っておいても損は無いものだと思います。試験の概要なども全て英語で書かれている為慣れていく為には良いんじゃないかと。Reading Sectionは特にこれで勉強しました。ただ、個人的にはPractice testが使いにくくてしょうがないので星3つ。
5,0,Books,0062114042,Face the Music: A Life Exposed,2015-04-05,"2014年5月15日に記されているkoko氏によるレビューが、完璧にこの自伝のすべてを見事に要約している。これ以上の素晴しいレビューは、もはや誰も書けないと思う。購入にあたっての、参考以上のものが得られるはずの必見のレビューだ。Paul Stanleyは卓越したヴォーカリストであり、天性のリズム感を備えた優秀なギタリストであり、何より並外れた才能を持ったコンポーザーである。1997年、オリジナル・メンバーによるライブを目にする機会があったが、プロと言える演奏をしていたのは、P・スタンレーだけで、彼の絶妙なコードワークだけでバンド・サウンドのグルーヴは保たれていた。継続して現役だっGene Simmons(b)でさえ、宙に上がったりといった、ギミックはかりが先行されて、殆どベースを弾いていなかったのには、驚いた。何とか最後まで叩き切ることができたが、Peter Criss(ds)は、モタつく場面が多々あり、AceFrehley(lead g)は、最盛期のスタイルとは異なる、どうでもいいような早弾きでお茶を濁しているような有様で、見ているこっちがハラハラした。P・スタンレーがひとりで声を張り上げ、飛び跳ね、右から左に動き回って、最後まで、バンドのテンションを維持することに必死だったように思う。恐るべき、プロ中のプロだった。P・スタンレーの声の質、歌の上手さ、そして言及されることはまずないのが不思議だが、彼のリズム・ギターの上手さがKissというバンドをどれだけ牽引いているのかを、まざまざと見せつけられた。バンドのスポークスマン的な役割を果たしてきた、G・シモンズ(b)は多弁で、音楽的なことよりも、常に、ビジネス的な話題が多く、彼の尊大さと狡猾さが感じられる発言の多くは、決して気持ちの良いものではなかったが、それとは正反対に、P・スタンレー(g)は、まずは音楽ありきで、音楽に対する愛情と、その情熱は、他の3人のオリジナル・メンバーのそれを、比較にならないほど上回るものだったということが、本書でも確認することが出来た。変わり者揃いのロック・ミュージシャンの中でも、P・スタンレーは、繊細で、誠実な、かなり稀な、まともな人物だと思う。長年の謎だった、彼のヴォーカルスタイルに影響を与えていたヴォーカリストが、故SteveMarriott(The Small Faces, The Humble Pie) だったということも、この著書の中で判明した。なるほど、発声法など、ソックリである。著書の中には、自身の業績を誇示するような箇所はなく、むしろ自身を謙遜するような表現が目立つ。ギタリストが、一人であるということは、Jmmy Page(Led Zeppelin) Pete Townshend(The Who)には可能でも、自分には不可能だったという箇所などだ。当然である。P・スタンレーは、ギタリストである前に、類稀なる優秀なヴォーカリストだったのである。ロック・ミュージシャンの自伝なるものは、読後、嫌な後味の残るものばかりだが、この著作には、それが全くない。Kissを聴き始めた小学生の頃には、既に、Kissは落ち目だと、The Aeothmithと共に、気の毒な程、散々に揶揄されていた。しかし、多くのバンドが消えていった中で、彼等も、The Aerosmithも、まだ生き残っている。P・スタンレーに至っては、ビジュアルすら、殆ど変化がないほどに、そのままに。情熱が肉体性を上回ったようだ。歌っている内容が猥褻なことばかりなので、音楽性やプレイヤーとしての力量などに関しては、軽視されがちなバンドであるが、P・スタンレーに関しては、然るべき評価がされてもいいのではないか。何かといえばG・シモンズばかりで、P・スタンレーは何故、何も発言しないのかと思っていたが、ここまで語っているとは思わなかった。歌っている内容が猥褻なことばかりなので、音楽性やプレイヤーとしての力量などに関しては、軽視されがちなバンドであるが、P・スタンレーに関しては、然るべき評価がされてもいいのではないか。  何かといえばG・シモンズばかりで、P・スタンレーは何故、何も発言しないのかと思っていたが、ここまで語っているとは思わなかった。"
5,0,Books,0007281196,The Art of Racing in the Rain,2013-04-22,洋書の中では、読みやすいほうで、自分は、あまり、洋書を読み慣れてないが…これは、読みやすかった！！内容も素晴らしいものだった
5,0,Books,0099494094,Kafka On The Shore (Vintage Magic),2014-11-10,日本語と英語を読み比べました。世界観は日本のままで良かったです。ただ、日本語で「○○なんだよね」と優しい言葉がたくさん出てくるけれど、英語にはそういう表現が出来ないから、固い感じはしました。村上春樹は日本語で読んだ方が楽しく読めると思いました。
5,0,Books,0340980508,My Stroke of Insight,2015-02-15,左右の脳機能の違いを、Jill さん自身の体験を基に分かり易く書かれている。特に右脳の働きは Eckhart Tolle や禅が目指す世界と高度に一致していて面白い。
4,0,Books,1574216988,Yoga for Your Brain: A Zentangle Workout,2013-04-21,少し 分かったところで  見て下さい陰 、立体感など ふむふむ と 納得できます
5,0,Books,0316287059,Face Forward,2014-01-31,おもった通りのものでした。英語なので日本語訳のものがあれば、もっと良かったです
4,0,Books,1440503257,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),2014-11-21,娘がハリーポッターの大ファン、ハリーの世界のお料理を再現したいと購入しました。レシピの横に物語のどこの部分で書かれていたも載っているので場面を想像しながら料理を作って食べました。
5,0,Books,0521675804,Essential Grammar in Use with Answers: A Self-Study Reference and Practice Book for Elementary Students of English,2013-08-29,これはいける！これを制覇したらブルーに挑戦！！！！買ってよかった！！！
2,1,Books,1438074085,Barron’s IELTS Superpack,2013-04-16,この前の版がとても気に入り、今回も購入しましたが、内容が前回とほとんど同じでした。改定事項が少ないことの情報を事前に知ることが出来ず残念でした。
5,0,Books,4041103800,ザ・マジック,2015-02-14,この本のおかげで毎日の習慣が私の中で180度変わろうとしています。 今まで当たり前にしてきたことに、一歩後ろに下がって見直す感覚がつきました。そして、1番の変化はいつものマイナス思考な癖が無くなり毎日気分がいい状態で過ごせています。ありがとう。
5,0,Books,0793518326,The Beatles Complete Scores,2015-01-03,分厚い辞典の様な本。しかしビートルズの楽譜が少々高いが納得です。
3,1,Books,0769273602,Bruce Springsteen Complete,2015-01-03,タブ譜であると思っっていたけれど、頭にコードが書いてあり、雑な印象。正直、これで弾けるとは思えないので、星３つ。
5,0,Books,0062213423,One Direction: Dare to Dream: Life as One Direction,2013-04-21,1Dの素顔がみれますね☆幼いころのこととかも書いてあります☆
3,1,Books,9626341203,Vanity Fair (Classic Fiction),2014-03-09,こちらの作品は、私が個人的に英国留学していた懐かしい時代に一度読んだことがあります。しばらく経って、そんなイギリス留学時代を思い出したく、あらためてこの一冊を手にしました。今回は、CDでの朗読を聞くことで英国の風景を想像しながら楽しく拝聴しました。はじめは、ナレーションがどういう話し方か不安でしたが、すぐにイギリス独特のアクセントや話し方に魅了されました。是非、英国文学に興味ある方やイギリス人の皮肉った会話や話しぶりにも楽しむことが出来ると思いおススメです。星３つの理由は、登場人物がとても多いので、朗読ーナレーションされるキャストをもう少し増やしてバラエティに仕上がっていれば・・・・！と思いました。
1,1,Books,1408817675,Harry Potter and the Philosopher's Stone: Harri Potter a Maen Yr Athronydd,2015-06-29,イギリス版英語と同じ表紙で違う言語はないでしょう〜。アメリカ英語との比較で、苦労して探したイギリス英語版のCDと合わせて買ったつもりだったのに、ウェールズ語って何語⁈ちなみに同じ表紙でラテン語もありますね。よく見ると。アマゾン、変なもの入荷するなー‼︎と叫びたいです。娘の誕生日プレゼントがだいなし。英語版の解説も一緒に買っているのに、「言語が違いますが、よろしいですか？」とかの確認がほしいです。それに、言語の表示が見難い。本当に腹がたちます。
5,0,Books,1616551607,The Sky: The Art of Final Fantasy Slipcased Edition,2013-09-02,The  sky について天野喜孝さんのファンにはたまらない構成になっています。過去のファミコン時代の時のキャラクターデザインやモンスターデザインから！天野喜孝さんの過去から今をのぞける構成にになっています。
4,0,Books,0930289234,Watchmen,2013-04-27,印刷が非常に美しくオールカラーでの品質をよく確保しています。四つ星にしたのはストーリーの内容への評価です。
1,1,Books,4837971768,ベスト・パートナーになるために―男と女が知っておくべき「分かち愛」のルール 男は火星から、女は金星からやってきた (知的生きかた文庫),2015-08-01,どの章も読みにくく、女性にむけてなのか 男性に向けてなのかわからず結局 男女は違うんだ てことしか 理解できず期待してたのに がっかりです
5,0,Books,0007353693,Richard Scarry's What Do People Do All Day?.,2013-03-17,絵がほんとうにかわわいい。ちまちまと、細かいところまで書き込んで、見ているだけで楽しくなる。それだけじゃなく、大人でも「へぇ」っていう、英語単語や表現があってためになる。子どもが眺めるだけでも、英語を勉強している大人にも、いいよ、これ！
4,0,Books,1849904251,Sherlock: The Casebook,2014-05-31,英語が出来ない者の言い訳です。翻訳本も一緒に購入しました。英語が出来るなら、これ一冊を間違いなく選んでいます。事件の資料や携帯のメッセージなど、ファンには嬉しい資料が盛りだくさんです。それぞれの筆跡が性格を表しています。シャーロックはともかく、なんでマイクロフトまでが・・・とスタッフの遊び心を感じました。
